,sent1,sent2,label,source
57,اين حمله که در جريان آن، به گفته پليس، يک افسر ارتش هند نيز کشته شد، يک روز پس از آن صورت گرفت که کميسر انتخاباتی هند از رای دهندگان در کشمير هند خواست علی رغم پيشنهاد گروه های جدائی خواه برای تحريم رای گيری، در انتخابات سراسری شرکت کنند.,انتخابات سراسری با دخالت پلیس و ارتش هند، برگزار نشد.,n,natural-voa
7226,هیسترکتومی همچون دیگر عمل‌های جراحی خطرات حین عمل و تأثیرات پس از عمل طولانی در پی دارد.,با انجام عمل جراحی هیسترکتومی زندگی بهتر و بی دردسرتری را تجربه خواهید کرد. ,c,natural-wiki
207,با توجه به فرضیات و محرک های اقتصادی در هر یک از سناریوها ، مدل AMIGA سرمایه گذاری ، بهره برداری و نگهداری و هزینه های سوخت مورد نیاز برای تأمین تقاضای برق برای مصرف کننده را محاسبه می کند.,مدل AMIGA سرمایه گذاری را پیدا می کند.,e,translation-train
994,"جی دبلیو وستکات دوم یک کشتی است که طول آن می‌باشد.
این کشتی در سال ۱۹۴۶ ساخته شد.",کشتی های بسیاری ساخته شده اند.,n,natural-wiki
84,ايران تاکنون بطور رسمی از محل و يا محلهای خريداری تجهيزات غنی ساختن اورانيوم نامی نبرده است، اما گفته می شود تجهيزات خريداری شده در پاکستان توليد و در بازار سياه بفروش رسيده است.,ايران گزارش داده است که تجهيزات غنی ساختن اورانيوم را از بازار سیاه در پاکستان خریداری کرده است.,c,natural-voa
838,شهر کوزلسک در بهار ۱۲۳۸ یعنی زمانی که شاهزاده واسیلی هفت‌ساله، شاهزاده شهر کوزلسک و پسر تیتوس، در برابر لشکر باتوخان مغول به دفاع از شهر پرداخت مشهور شد.,نام شهر کوزلسک از سال ۱۱۴۶ در منابع تاریخی دیده می‌شود.,n,natural-wiki
24,قانون نهایی شامل ارزیابی فدرالیسم تحت دستورالعمل اجرایی است,قانون نهایی یک ارزیابی فدرالیسم داشت که از طریق رئیس جمهور توسط دستور اجرایی اضافه شد.,n,translation-dev
525,نه نه آنها نمی دانند و می دانید که آنها واقعا افرادی سطحی هستند,آنها افرادی سطحی هستند.,e,translation-train
30,دادخواه در عین حال عنوان کرد: البته این صحبت به معنای آن نیست که واردات این برند بدون نظارت‌های کافی صورت گرفته و برای خریداران تضمینی وجود نداشته باشد.,واردات این برند همچنان با نظارت انجام خواهد گرفت.,e,natural-miras
179,مدت‌هاست كه تحليلگران سياسي محمد بن سلمان را فرد اصلي تصميم‌گيرنده در عربستان مي‌دانند.,ملك سلمان كه ۲.۵ سال است پس از مرگ برادرش ملك‌عبدالله به پادشاهي رسيده نقش اصلی را در عربستان بر عهده دارد.,e,natural-miras
338,آدرین ارزش ، مدیر اجرایی Legal Aid ، گفت كه آژانس وی در سال ۲۰۰۳، ۴۰۰۰۰۰ دلار كمتر از بودجه فدرال دریافت می كند ، زیرا سرشماری سال ۲۰۰۰ ، ۳۰،۰۰۰ كمتر مردم فقیر در ویرجینیای غربی پیدا كرد.,وجوه فدرال به جمعیتی که در آن خدمت می کنند بستگی دارد.,e,translation-train
408,همچنین می‌گویند ارتفاع غارها از کف بسیار زیادتر از امروزه آن بوده‌است ولی در اثر رفت‌وآمدها خاک و سنگ به داخل غارها وارد شده و کف آن بالاتر از قدیم آمده، که مشهود می‌باشد.,ارتفاع اصلی غارها در گذشته به سختی قابل تخمین است.,c,natural-wiki
468,باغ وحش ادینبورگ هر روز در طول تابستان رژه پنگوئن ها برگزار می کند.,همه بازدید کنندگان تابستانی باغ وحش ادینبورگ، رژه پنگوئن ها را می بینند.,n,translation-train
427,یعنی زایش اقتصاد از درون است، اما گرایشش به آن است که از پتانسیل­های موجود در جهان استفاده کند.,اقتصاد وابسته به عوامل بیرونی و درونی است.,e,natural-miras
1433,اگر مشروب نخورید همانطور که می دانید شما قبلاً مشروب میخوردید، اکی٬ می روید بیرون و میخواهید میهمانی بگیرید و این کاری است که  من حدس می زنم هنگامی که جوان و احمق هستید انجام می دهید.,افراد بالغ هم زیاد می نوشند و میهمانی می گیرند.,c,translation-train
63,به عنوان مثال نمونه سازی ممکن است به عنوان بخشی از فرآیند تعریف الزامات عمل کند و به سازمان کمک کند تا حوزه‌هایی که دارای عدم اطمینان و ریسک فنی بالا هستند را پیدا و کنترل کند.,نمونه سازی مهم نیست ، آزمایش با محصول نهایی بهتر است.,c,translation-dev
35,سپس او دوید.,او مانند یک ورزشکار دوید.,n,translation-dev
275,در حال حاضر ، مجموعه تفریحی و هتل به طرز مختلفی از یک محیط پر سر و صدا تا یک مقصد یک طرفه برای خیال ، هیجان و ماجراجویی توصیف می شود. نتیجه گیری شما بدیهی است که به دیدگاه شما بستگی دارد.,استراحتگاه و مجموعه هتل بسیار ساکت هستند.,c,translation-train
1065,بعلاوه، در این‌جا مطالعات موردی ، درسهایی از متخصصان ، و تالار گفتگویی در اختیار کاربران قرار میگیرد تا اطلاعات به رد و بدل اطلاعت و پرسش و پاسخ بپردازند.,این تالار گفتمان به سبک سخنرانی است و فرصتی برای پاسخگویی به مخاطبان وجود ندارد.,c,translation-train
2279,بخش غربی مالسیا ساندالَند (Sundaland) نام دارد که شامل شبه جزیره مالزی و جزایر سوماترا، جاوا، بالیو بورنئو است.,شبه جزایرمالزی و جزایر سوماترا، جاوا ذر همسایگی مالسیا قرار دارند. ,e,natural-wiki
66,اما ماهیگیرانی را پیدا خواهید کرد که بسیاری از آنها فرزندان مستقیم حدود ۶۰۰ مزدور جنوایی، پادشاه چارلز سوم هستند که از اسارت در جزیره تابارا در تونس نجات یافته اند و از این رو این نام را گرفته است.,جزیره تابارکا بخشی از ترکیه است.,c,translation-train
